Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
GDP per capita (constant LCU),NY.GDP.PCAP.KN,"Bahamas, The",BHS,19745.1107,20812.35886,21879.45549,23027.27911,24318.66732,25729.80851,26863.34598,28162.41441,29194.56944,30474.2158,27727.81456,27368.13531,25748.40516,27069.91298,22055.53303,18407.70285,18966.18814,20266.12551,22657.41737,28005.51084,29247.92274,26059.76291,27299.97351,27754.90697,31086.30528,31955.60452,31898.32647,32231.67469,32364.09376,33885.48581,32705.73255,30727.42612,28932.00697,28397.56458,28710.6212,29411.8583,30113.34096,29986.03996,30880.03095,32582.61728,33439.17493,33837.13663,34297.10002,33414.28107,33257.25978,33920.54145,34294.96631,34304.35099,33033.53133,31201.68887,31239.15,31041.67218,31628.24785,30436.71723,30721.65929,30746.12233,30198.21908,30806.80166,31389.95188,30761.00525,24057.11601,27665.00125,30492.50702,31097.0547
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,6232.230403,6101.100187,6437.957965,6948.875285,7147.805725,6185.164201,7668.660307,8246.616274,8161.989021,8060.645389,7906.093851,7191.521077,6417.106417,6594.313836,6685.679731,6145.354129,5999.535536,6391.050979,6601.127785,6399.89927,6463.431887,6947.620817,7157.680307,7807.327866,7531.840662,7576.506116,7640.801035,7637.103133,7766.802035,7870.801132,8063.018489,8050.946448,8119.651381,8298.953044,8290.337404,8179.541224,8089.128418,8174.501121,8138.944452,7856.650498,7966.242188,8134.763716,8349.436176,8545.447196,8580.816301,8495.964444,8494.730293,8532.976303,8549.313338,8694.542588,8384.530098,8685.221064,9054.565412,9196.322607
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Bangladesh,BGD,43854.65851,45178.98221,46235.56921,44661.0567,48086.08025,47417.19279,47209.86028,44952.37094,47763.63937,46973.2507,48382.73694,45173.5842,38317.29174,38590.96479,41247.28316,38632.86876,39922.30963,40067.39835,41899.09609,42892.0259,42201.77049,44085.8579,43806.2378,44261.75469,45153.49686,45483.38397,46266.5402,46951.94769,47056.89268,47374.51764,48985.42633,49720.43831,51470.46277,52875.45515,53888.92286,55601.07391,57105.77787,58612.50648,60501.08928,62125.37237,64179.17563,66169.01034,67440.57321,69413.97512,71847.45086,75390.22582,79452.50052,84171.32874,88444.48005,92092.53697,96120.18995,101093.9492,106355.8803,111331.9762,116617.7726,122788.0899,129913.7411,136755.59,145070.655,154772.4911,158287.5312,167336.2739,177300.8893,185623.1702
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Barbados,BRB,12219.42055,13095.24625,14212.99001,13431.36713,14046.4814,15596.04167,16165.99967,17829.81595,19010.96104,20381.74628,22245.68208,23025.19379,23212.36425,23409.6292,22211.20984,21679.93782,22509.62436,23207.62042,24208.9252,25982.58349,26986.09879,26358.15363,24972.42237,25013.15764,25835.76584,26055.49977,27336.7651,28014.25843,28984.16305,30027.94106,29022.5134,27833.24724,26167.12527,26295.5229,26750.77948,27228.05305,28257.98252,29548.9773,30602.10437,30643.14646,31947.01066,31106.68973,31224.78467,31779.55805,32107.40955,33257.01266,35152.23186,35748.4063,35817.70316,33876.98829,33014.75769,32667.59291,32502.3295,31998.00805,31906.98396,32611.0485,33375.57214,33482.72735,33173.29882,33240.84803,29019.423,28624.36344,32433.00229,33854.56088
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Belarus,BLR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6075.188869,5999.518317,5411.662492,4989.348797,4410.805113,3964.923315,4089.687003,4574.885517,4981.563763,5174.169885,5500.123772,5789.644358,6120.585202,6597.679792,7403.429239,8154.860075,9025.439233,9846.70547,10888.61541,10937.25548,11815.96423,12480.71634,12711.1753,12843.65668,13058.03081,12541.27966,12213.78931,12536.75208,12959.29508,13173.26836,13140.15253,13572.57149,13044.81728,13625.26037
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Belgium,BEL,10499.53516,10985.69063,11512.34843,11923.84047,12633.20635,12964.75786,13283.88051,13721.1295,14240.48034,15141.65832,16087.68574,16698.45289,17514.02007,18573.17845,19360.0827,18924.70742,19958.77993,20058.96876,20609.78599,21073.32636,21985.5924,21924.7685,22061.21271,22131.76717,22677.96183,23045.68928,23457.39353,23978.02524,25030.85118,25805.30549,26535.66479,26921.85735,27223.26528,26856.29574,27637.63099,28237.51967,28554.81593,29566.45283,30082.18753,31076.61636,32153.56176,32395.51182,32801.09864,33003.11397,34034.10779,34633.26315,35283.73928,36313.43817,36188.71868,35173.29192,35851.70178,35987.95064,36029.84154,36025.1042,36431.68199,36960.63116,37239.78332,37697.41044,38199.03188,38844.50143,36625.80846,39002.37308,39835.67597,39912.29673
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Belize,BLZ,3116.072302,3186.454987,3257.88434,3326.873076,3393.330163,3456.508357,3513.369158,3575.185078,3724.447679,3804.626621,3896.514445,3978.85569,4316.588243,4482.336987,5021.082778,5114.751006,5010.728483,5229.98697,5532.523602,5827.1909,6459.416006,6373.203427,6214.082033,5938.907655,5916.949846,5841.002117,5969.011735,6463.326841,6940.192232,7672.848867,8220.685015,8998.111115,9939.594233,10338.98268,10116.07625,9932.771132,9741.817934,9814.008498,9842.913403,10408.25793,11309.43074,11505.93612,11753.5105,12498.38242,12704.64018,12604.59062,12792.09043,12838.38481,12289.42414,11903.04076,11753.76857,11454.43119,11608.8983,11855.71732,12062.95647,12191.29002,11942.96858,11495.43434,11392.60266,11660.69421,9911.083005,11532.22614,12377.32535,12764.55912
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Benin,BEN,388555.5263,394645.4604,374938.1423,386007.4148,404392.8684,417984.114,424733.7214,420996.1514,428510.9698,431916.6508,431893.9488,416483.8713,433695.7473,439878.5366,444392.3834,412952.592,406777.2433,416678.8289,411412.9849,427091.0329,443976.3408,474840.5931,471945.5213,438749.6275,460135.0087,480624.5568,476836.1394,455919.4961,457507.3837,431235.0057,455869.0708,460804.178,460113.6186,465767.8789,457753.2967,475541.3261,483522.3306,496589.2688,500800.3461,511665.679,525427.6815,537025.7878,545344.0984,547372.9138,554579.1441,546438.9547,550872.8159,567300.137,577793.0625,574046.4392,569228.147,569185.8636,579431.5762,603348.2301,623201.4338,615837.1569,617905.4599,633992.9778,656970.5478,682096.4316,688589.5658,717776.8734,742329.7195,768764.3961
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Bermuda,BMU,35770.74696,36539.55858,37271.80036,36801.89438,39887.13491,40784.90594,45819.98796,50904.48247,50995.4736,51771.0825,54038.31504,56305.37577,57749.08725,59041.63023,60005.67813,62736.69948,68087.51514,71832.88426,72604.53418,73888.35596,78488.74984,79802.83639,75041.03335,75890.23381,75589.28123,73456.46471,77692.67351,79955.43619,82488.49647,82159.01029,81503.0022,79028.66776,79555.67199,81510.96418,81432.96022,84409.14203,86052.5437,89463.42959,92272.24784,94861.15036,102780.4667,109020.6483,106712.9737,109632.9301,111447.4333,112582.0572,118143.9177,121409.1974,118441.0093,111158.5106,109228.3951,106052.1963,100063.1501,99471.6389,95588.65793,96183.79141,96562.62974,101116.622,100608.1073,100927.2895,94047.45434,99344.55178,106014.5137,..
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,29211.60421,29027.98405,28418.69258,27902.52828,28391.25007,26561.75631,27998.42775,29225.95992,30287.98533,30713.55619,31227.17396,34826.94448,34920.21629,37393.09753,37921.8149,38280.09485,41391.83793,51872.13573,52801.67881,55106.66416,59278.12049,58072.55729,63166.2046,67526.20414,70812.39209,74919.70628,77623.85574,80393.60502,83577.32192,88061.46875,88502.38638,92464.48294,99512.51276,104628.0391,107423.312,112564.3815,117158.8057,134359.8035,138791.5411,147732.5151,163522.6918,175167.2536,182098.1412,183151.3907,191660.044,202348.3785,217448.9548,223182.9289,229187.4301,240683.7741,214677.9742,222733.811,232858.632,..
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Bolivia,BOL,1644.567176,1644.667969,1700.744586,1778.796614,1810.745681,1860.000106,1951.384872,2030.605689,2156.618477,2204.466032,2269.399788,2332.14118,2462.520685,2546.248258,2562.798075,2689.01752,2750.57036,2822.948912,2816.717494,2758.010951,2660.563845,2610.151269,2453.72137,2304.720899,2251.788374,2167.68148,2067.735308,2074.321164,2089.923005,2123.851993,2176.256163,2243.85057,2234.67388,2283.730336,2343.953746,2407.379457,2465.865443,2540.88057,2620.587931,2584.333951,2601.787538,2599.186093,2617.551693,2641.980593,2704.785977,2775.851847,2858.626853,2937.244428,3064.373393,3113.447999,3187.402837,3297.485333,3409.507387,3582.362437,3717.889909,3837.625997,3939.824825,4043.178381,4151.729527,4182.356717,3766.111645,3948.861266,4042.836198,4086.640827
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1381.120551,1249.767301,1231.306514,1306.091001,1521.178684,1769.636694,2618.978487,3454.830834,3962.996812,4300.669369,4504.953402,4596.983455,4824.094598,5028.1981,5399.021449,5675.965129,6036.651761,6470.281765,6934.077566,6839.598736,7019.478165,7215.471922,7290.104382,7578.595401,7765.84372,8208.365065,8580.008078,8963.824993,9416.125094,9801.632155,9627.290143,10488.7667,11058.60878,11323.39473
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Botswana,BWA,4493.083351,4672.964011,4872.758564,5042.707902,5260.453303,5481.469802,5789.870841,6091.904893,6690.185005,7648.385235,8874.51478,10946.16315,13335.95108,15422.6615,15946.73786,16429.80069,17266.08757,18368.40426,19952.13611,21271.4867,22677.19107,23621.24254,25452.14748,27774.50706,29093.25949,30084.19087,31423.68262,33973.42831,39264.94407,43014.9287,44565.51175,46532.88094,46538.17406,46081.62908,46442.29161,48416.41594,49991.02915,52909.71468,51977.85775,55794.2939,55736.01236,54767.46971,57017.22416,58618.56467,59161.20005,60754.93075,64611.04918,67023.66957,67812.48376,57036.70191,61528.83905,64431.25644,63097.41724,68779.75856,71310.52533,66532.50453,69893.3096,71271.5668,72754.97479,73512.84273,65865.57303,72520.42865,75281.09517,76034.5177
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Brazil,BRA,5882.85195,6199.01427,6414.909143,6266.34808,6294.52435,6265.764665,6504.515106,6599.845481,7061.948216,7540.242516,8119.750897,8821.407494,9637.775708,10722.07444,11323.22714,11630.75001,12525.74324,12837.71736,13161.03607,13723.30741,14637.69103,13693.13973,13494.4613,12807.81637,13205.89381,13941.17639,14678.44016,14895.47509,14600.83591,14782.41359,13885.77807,13788.48094,13487.89484,13925.24836,14507.73535,14886.11014,14983.83778,15261.83937,15090.22877,14947.04575,15391.10914,15400.28978,15671.37226,15663.3351,16377.86229,16714.52096,17190.54417,18046.77594,18779.78583,18578.23397,19790.05802,20386.4109,20591.83539,21027.1996,20952.65506,20039.4719,19226.38575,19326.99677,19516.19618,19603.68347,18835.61033,19628.64608,20128.06417,20607.34915
GDP per capita (constant LCU),NY.GDP.PCAP.KN,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62525.19473,60649.09397,70484.2867,75659.66522,78210.99866,92814.85455,83578.57557,64874.89322,65246.37342,63395.49688,61649.06047,58696.6617,55190.52499,54429.05995,53231.09157,50980.47758,49940.7696,49997.78737,50950.37705,49795.75748,50091.4183,51081.68654,51333.58862,49444.9458,48103.41026,48526.80059,48881.07994,49216.91103,50134.65175,50631.42736,49981.01542,49318.74143,50646.42765,49929.18933,48219.74085,46671.90497,47190.65378,48293.17619,48119.4391,46516.65525,44810.64811,44128.45787,42574.63133,42710.95762,42339.85917,43599.14233,43726.32928,42678.28719,41644.01829,41901.30159
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Bulgaria,BGR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6049.085743,6324.388359,6452.918535,6657.638723,6867.6744,7052.068257,7350.740362,7784.332051,8626.603851,8440.986018,7811.017703,7222.530252,6769.586322,6722.794023,6868.299412,7096.408463,7504.407242,6484.489059,6775.255166,6241.292257,6559.913794,6947.680788,7517.058154,7973.648954,8557.113126,9230.173057,9933.22148,10672.40102,11406.35558,11095.82718,11342.82903,11654.40642,11809.88389,11811.70484,11991.81776,12478.61498,12946.78501,13399.81574,13860.65283,14521.81733,14029.81995,15228.33275,16836.40153,17239.87033
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Burkina Faso,BFA,144214.5684,147895.3179,154675.3627,150447.969,151534.8287,154745.205,153058.724,163819.6251,166000.568,166488.9777,163834.7121,163352.0571,164321.3042,162196.9866,172415.3648,174104.6747,185006.4448,181443.2038,185152.0262,187041.7104,183555.0194,186241.3469,198529.6675,193678.3276,184827.0664,194845.6356,204486.7835,198509.3395,204469.7163,203430.2499,196974.9443,209479.2453,204859.1509,206747.8991,204252.824,210464.2351,227752.0094,236002.8415,246382.5679,256975.1261,254130.7948,262823.0154,265958.9065,277946.1088,281422.6691,296319.5894,305169.7433,308225.4159,316643.316,316603.817,333400.1072,345078.1348,356374.5832,365844.5084,370468.7697,373720.6913,384534.2932,396851.9143,411509.6926,424120.2162,421170.316,438615.5933,435130.7053,436879.7473
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Burundi,BDI,161299.7861,135701.2558,144338.9748,147211.4586,152057.4592,153784.8182,157088.1902,174370.9665,169811.5299,163813.252,194576.6421,195219.9768,182864.927,195886.4621,189756.1948,186534.4415,197058.3752,214260.4952,206361.2731,204826.4384,198443.8193,213763.1308,206385.325,208426.8808,203760.5549,222901.8127,225870.0773,232937.5666,239362.8803,237994.8001,241378.8388,248410.3696,244441.8606,236939.3325,226592.4256,196464.8615,180817.0396,178141.6524,183156.6535,177057.6276,171992.7775,171237.4061,173923.3241,166488.8182,168171.8238,163522.0739,166312.9277,165851.0759,166907.8037,164691.7778,165215.863,165895.746,167262.8613,169376.3937,170749.3635,160537.7053,156996.0286,154213.0441,152089.3151,149873.0802,146113.5722,146670.5084,145461.0213,145450.4251
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58923.88444,63029.65901,63879.77728,68978.25775,70627.19261,75737.27433,76916.95049,79208.20665,82885.05982,86405.05108,85472.65723,84775.75157,91776.47187,97272.32922,113072.5122,126088.4446,137185.409,149023.5261,164035.8289,178625.4836,200300.0755,201383.1601,208700.0338,214310.1348,233011.6262,245962.1857,262374.5267,298676.8103,316190.6975,308234.1792,310537.7656,318865.7934,318491.5821,316898.2102,315520.2911,314961.1059,324780.4239,335619.3549,344253.4409,364453.0411,285848.5045,303203.4529,352943.2711,367686.9465
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1432372.58,1527937.939,1361303.55,1379344.976,1184391.115,1090733.596,1062804.778,1021827.616,1026462.414,1039050.472,1051865.912,1051196.562,1227193.623,1325289.661,1323216.021,1287538.597,1333132.838,1359323.872,1342464.74,842850.7673,902300.0115,933033.6418,949283.0034,973499.0379,1075984.464,1162044.971,1234390.417,1292183.859,1377323.69,1493048.578,1661493.077,1808882.989,1959163.841,2055919.951,2026907.205,2116702.219,2233632.558,2362497.21,2500274.752,2641674.712,2787803.827,2941584.835,3106427.586,3297922.569,3490805.518,3343715.06,3405003.953,3545204.674,3697617.5
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Cameroon,CMR,561368.0192,558974.7192,564738.0929,572524.1187,579100.7352,576932.4254,589115.2801,512049.811,531027.9313,542962.8725,545303.7216,549415.716,549019.3113,562784.501,606217.2215,655905.7032,603496.5184,668914.4926,794051.4726,818471.3548,776344.4794,877136.7209,920346.0857,962929.434,1005746.513,1054063.705,1091113.129,1034823.398,924991.3545,881167.6614,802662.3268,749331.393,705095.6936,630546.4096,624277.8751,624706.0377,633596.8284,644901.5521,657758.378,669455.7101,677028.1027,687993.7837,699789.9127,718083.345,747889.0418,743940.5302,751565.8729,762587.9209,762366.1492,760081.9322,760131.9668,763882.0526,777034.8919,793217.497,813515.1609,832980.9306,845094.4115,850572.4202,860114.1009,865646.5544,844676.8343,850172.4373,858047.3134,869488.4009
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Canada,CAN,19734.832,19956.1278,21043.39057,21749.20027,22763.49946,23767.36879,24905.67468,25211.38972,26050.33798,27000.65898,27402.99339,27676.18256,28866.76513,30434.7223,31020.56145,31043.57443,32442.11982,33198.10727,34097.26212,35019.14832,35323.10999,36081.63158,34526.04983,35062.38878,36781.69202,38173.86959,38598.12673,39643.81714,40859.20194,41070.67846,40538.22122,39200.3383,39084.02717,39684.25844,41015.9885,41682.6137,41945.85227,43308.66248,44622.75023,46536.9933,48474.76974,48850.21625,49772.49116,50217.96421,51290.52732,52438.19215,53278.72473,53845.68754,53795.42647,51632.80292,52640.38995,53764.82929,54119.05456,54797.48569,55810.36763,55747.65398,55692.85607,56700.59851,57426.89154,57673.63054,54177.22065,56726.46587,57835.84872,56763.27736
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80146.59763,80233.21932,77638.28673,70022.1972,66266.27139,65327.85224,64540.16667,63847.6974,64060.22784,64412.94705,65064.26777,65735.80544,67164.48852,68475.22026,63944.37424,66268.57724,69107.47671,..
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Central African Republic,CAF,224310.1264,231204.5857,218512.2313,212849.3526,213022.177,210682.5167,207586.2971,212566.829,210706.7587,220485.1896,220626.2492,218483.6853,214181.4709,214024.2861,223180.4064,219706.234,228202.4838,234491.3512,234928.6145,226800.9969,214405.7242,208868.8699,222557.2258,202220.595,218899.4182,224864.1344,230155.1576,216114.1982,216365.5078,215227.0706,204224.2316,196870.5185,178455.1197,173406.8251,176271.8,183838.8919,171927.4461,176071.6871,179338.5436,180696.8397,171332.7676,174997.3275,177364.6483,163783.2236,169876.9276,167603.6641,172103.2649,176691.3057,176620.7404,187699.0891,192365.26,197386.4449,205568.4257,129965.0927,130170.5825,135235.7266,139209.0865,142815.8874,145375.4627,146586.4546,144204.7537,142576.5467,140159.2969,137361.6731
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Chad,TCD,287733.5759,286183.3224,295720.5485,285365.878,272835.8314,269313.3163,259597.0535,256827.9442,250934.1791,263100.3766,262714.0887,251653.2195,249097.4537,223058.7592,228996.7895,244523.1869,247036.9186,248058.5424,242604.869,186715.2103,175212.8558,177000.2309,177847.973,195725.657,197244.2108,237954.6634,221527.5408,208783.1857,233096.4128,236395.2048,220435.7662,230723.11,238885.5786,196818.1507,212011.2418,205414.956,200882.2262,205101.0049,212010.6549,203367.1374,194811.4506,210398.4199,220527.0874,243143.8409,310813.4333,350414.6722,340416.9244,339845.2845,338357.1005,340436.3093,373611.7359,361080.5192,379678.3763,387295.9164,399499.5666,397689.8185,361256.556,338999.8823,335519.9573,335187.9316,319563.6858,305991.3859,304924.4742,307849.8214
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45573.06289,46323.59109,46703.04466,47198.59644,42772.0419,48933.57487,52329.88379,..
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Chile,CHL,2395815.194,2469401.323,2516593.085,2611289.516,2626768.735,2601646.188,2841312.309,2892088.328,2943816.764,3007525.365,3011331.603,3240990.059,3156905.585,2950995.277,2973719.932,2549152.625,2606348.462,2835278.253,3007596.547,3212733.571,3419263.912,3589869.57,3148532.69,2948331.732,3026054.187,3101783.367,3219457.455,3373991.37,3564171.103,3855120.373,3919667.367,4157314.494,4547660.104,4772469.31,4937653.574,5301846.915,5585549.147,5919918.358,6090333.22,6001764.207,6228172.178,6353354.485,6485892.493,6721431.99,7098930.468,7440212.833,7813413.248,8137045.006,8361285.771,8183332.478,8575227.58,9019084.532,9481379.21,9701005.889,9775987.662,9884086.465,9938478.381,9917282.941,10129421.38,10012696.28,9270567.368,10219168.83,10370740.81,10379739.28
GDP per capita (constant LCU),NY.GDP.PCAP.KN,China,CHN,1651.902775,1213.691894,1136.604195,1223.239059,1412.461853,1613.001619,1735.725297,1594.064119,1489.310967,1694.528194,1966.506735,2048.297215,2074.72242,2185.248962,2190.012929,2339.293857,2267.212681,2405.830103,2642.711908,2805.652637,2987.742654,3100.527061,3330.691904,3636.487292,4134.323124,4626.165426,4965.792283,5456.470352,5971.897892,6128.412926,6275.896772,6764.292832,7632.368708,8592.673083,9603.720436,10540.55903,11465.6438,12397.16975,13242.16884,14133.82838,15213.45467,16362.32226,17737.5558,19396.86453,21232.11027,23512.73088,26356.19706,29950.08079,32672.62702,35566.09777,39159.2811,42665.5311,45709.51356,48932.36983,52235.67683,55589.59199,59057.39051,62779.10641,66703.86815,70422.82016,71828.14841,77827.03421,80163.85009,84419.94812
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Colombia,COL,5349333.59,5449711.02,5569506.117,5578864.577,5746355.974,5778607.446,5908075.159,5982986.712,6169395.756,6379041.748,6608788.314,6839094.607,7197935.579,7510947.285,7768536.064,7777204.898,7971478.471,8122631.614,8613393.316,8872427.882,9024496.353,9019850.903,8899663.375,8834352.985,8924549.186,9001898.252,9324638.265,9618850.204,9800440.211,9923469.378,10133092.6,10127402.72,10330148.48,10673960.29,11076781.38,11434484.45,11458525.78,11642034.47,11507039.27,10840264.41,10978053.13,10987766.93,11091347.87,11356480.78,11792499.03,12194257.16,12845396.77,13541983.06,13824230.81,13824460.61,14283948.98,15110232.54,15539044.17,16175875.52,16744288.26,17077602.82,17248766.98,17220831.93,17330776.55,17558668.01,16059088.33,17591294.23,18743446.62,18781742.76
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,461084.6471,465220.4529,481986.9011,492338.6225,499220.596,497029.1495,492648.9634,487068.1075,486450.854,458056.0746,468497.0971,432036.9361,457804.8081,461054.8263,427354.5973,433371.92,418662.8039,426269.1745,422593.6557,422148.2668,458949.8433,460239.4197,461415.5876,461964.815,461901.6646,465768.3787,468628.547,463004.4789,471747.6607,477163.8166,484976.2786,494483.2661,499358.0788,510591.8416,510245.1764,505070.9385,510641.5278,519385.5585,528146.1469,527475.8807,516531.4873,517517.7474,520281.5335,524739.5928
GDP per capita (constant LCU),NY.GDP.PCAP.KN,"Congo, Dem. Rep.",COD,357080.6802,310274.8022,366404.9208,375428.9774,356599.0373,350399.0271,363641.0762,349718.6621,354308.2116,376277.6433,364764.3559,376191.7085,366834.3584,386147.6978,387689.7537,358719.9215,331026.6998,325274.7549,298548.7992,289559.5379,286985.9742,285718.1285,276736.2452,273038.3324,279732.0192,272644.2226,277180.2987,276005.9898,268779.9256,257179.0268,232530.4401,206037.0253,178931.0587,149946.7479,137395.34,132687.3777,128850.3796,119704.0684,115005.9231,106990.5484,96750.81005,91901.61866,91762.17536,94069.8711,97459.58711,100265.9635,102288.4767,105251.7884,108283.8205,107874.0071,111850.4158,115599.4418,119705.5557,125506.4624,132738.3726,137189.2022,135695.2172,135989.1915,139271.753,140819.0152,138717.0247,142646.017,150486.3104,158173.0745
GDP per capita (constant LCU),NY.GDP.PCAP.KN,"Congo, Rep.",COG,529250.3274,558765.197,572552.346,534934.1424,540374.1486,544862.4322,536836.9972,532675.4488,556851.5712,581405.8826,600097.4659,627240.152,660598.7102,693135.9178,724979.7033,759568.5874,747895.6321,664664.9057,690336.4178,740694.8561,851780.6826,979750.3457,1184917.375,1228438.089,1281384.221,1228856.736,1110976.761,1080638.592,1068157.9,1064815.477,1045591.52,1041285.795,1039542.55,1000308.811,918779.827,929932.6227,944252.4952,919278.4293,933464.9466,885398.1414,916805.0358,916552.5092,936374.4397,918218.1757,918400.5148,954648.1618,992910.3829,893723.2238,919123.1639,985682.2208,1039463.677,1028480.923,1099826.503,1066023.96,1110020.28,1088322.554,970339.8849,894407.7822,853125.9012,842637.4314,771616.5569,761600.7112,755411.5085,752616.2752
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Costa Rica,CRI,1995236.446,1960172.828,1994152.299,2058315.49,2062061.644,2158468.699,2236500.353,2291617.802,2414643.419,2477242.48,2591747.156,2695117.92,2840889.913,2982565,3068432.762,3053335.636,3139022.657,3329316.854,3444238.391,3517353.705,3448325.142,3279289.322,2957599.037,2959038.793,3109138.288,3046531.563,3128956.105,3192015.402,3217018.423,3313687.806,3345318.354,3335398.43,3551808.559,3710690.42,3785251.658,3850125.557,3813134.678,3932476.165,4123436.084,4209105.194,4286505.317,4355131.53,4428120.813,4546518.846,4676024.525,4790905.047,5068769.792,5408770.465,5587152.328,5464064.168,5683317.331,5860439.399,6073045.151,6153179.758,6301752.222,6463907.562,6667618.475,6877199.458,6991450.944,7098790.031,6744269.246,7235902.877,7526004.881,7863156.295
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Cote d'Ivoire,CIV,875619.4282,927653.6662,903818.4997,995408.2195,1126052.132,1049384.073,1126181.125,1132974.281,1226305.265,1290873.519,1367067.654,1433084.089,1428571.528,1446327.511,1441740.543,1491260.74,1615815.212,1670120.744,1783789.3,1758991.602,1508257.584,1503510.401,1451559.69,1344760.822,1262285.708,1273739.296,1271194.021,1224697.988,1196029.482,1186201.173,1129112.69,1087683.162,1045382.035,1005907.093,978372.1693,1011628.81,1052204.331,1114269.687,1123428.379,1102682.566,1070046.35,1019932.374,967486.5808,899756.1219,906964.1008,895461.392,900553.2027,891008.9991,913942.3946,927032.4385,969773.4367,898844.1544,947659.6889,1028208.896,1098835.139,1147885.931,1198879.168,1254848.378,1282286.999,1334269,1310318.599,1368845.408,1418730.675,1474160.125
